Key,spanish
typeLoot,"Botín"
typeMedical,"Medicina"
typeMedicine,"Medicina"
typeMediumArmor,"Armadura media"
typeMelee,"Cuerpo a cuerpo"
typeMeleeTools,"Herramienta de combate cuerpo a cuerpo"
typeMeleeWeapons,"Arma de cuerpo a cuerpo"
typeMachineGuns,"Ametralladora"
typeMinesExplosives,"Minas/Explosivos"
typeMinibikes,"Motocicleta | Vehículo"
typeMotorcycles,"Motocicleta | Vehículo"
typeChoppingTools,"Herramientas para talar"
typeMaintenance,"Herramienta de reparación y mejora"
typeMiningTools,"Herramientas de minería"
typeMissions,"Punto de misión"
typeMisc,"Varios"
typeMods,"Artículo de Mod."
typePainting,"Pintura"
typePaintingTools,"Herramienta de pintura"
typePistols,"Pistola"
typePlumbing,"Fontanería"
typePolearms,"Armas de asta"
typePortableDrones,"Drone portátil"
typePortableTurrets,"Torreta portátil"
typePowered,"Motorizado"
typePoweredCutting,"Herramienta de corte motorizada"
typePoweredDigging,"Herramienta de excavación motorizada"
typePoweredMining,"Herramienta minera motorizada"
typePoweredMiningDigging,"Powered Mining/Digging Tool"
typeResearch,"Investigación"
typeQuality,"Calidad"
typeQualitySchematics,"Investigación de calidad"
typeRanged,"A distancia"
typeRangedGuns,"Arma"
typeRangedWeapons,"Arma a distancia"
typeRecipes,"Receta"
typeResources,"Recursos"
typeRoadProps,"Decoración de carreteras"
typeRocketLaunchers,"Lanzacohetes"
typeSalvage,"Salvamento"
typeSalvageTools,"Herramienta de salvamento"
typeScavenging,"Compactación"
typeSchematics,"Esquema"
typeScience,"Ciencia"
typeSeeds,"Semillas de cultivo"
typeSecretStash,"Alijo secreto"
typeShortBlade,"Hoja corta"
typeShotguns,"Escopeta"
typeSigns,"Escopeta"
typeSkillBooks,"Libro de habilidades"
typeSledgehammers,"Mazo"
typeSmeltingTools,"Herramienta del horno"
typeSniperRifles,"Rifle de francotirador"
typeSpawnPoint,"Punto de aparicion"
typeSpears,"Lanza"
typeSpecial,"Objeto especial"
typeSpecialItems,"Objeto de misión"
typeStairs,"Escalera"
typeStorage,"Almacenamiento"
typeStorageEmpty,"Almacenamiento vacío"
typeStorageTanks,"Tanque de almacenamiento"
typeStructural,"Estructural"
typeSubmachineGuns,"Subfusiles"
typeSupport,"Apoyo"
typeSwords,"Espada"
typeTerrain,"Terreno"
typeThrowable,"Arrojadizo"
typeThrowableExplosive,"Explosivo arrojadizo"
typeToolParts,"Partes de herramientas"
typeTools,"Herramienta"
typeToolsTraps,"Herramienta/trampa"
typeTrade,"Comercio"
typeTraps,"Trampa"
typeTrees,"Árbol"
typeTrucks,"Camión | Vehículo"
typeVehicles,"Vehículo"
typeVents,"Ventilaciones"
typeWeapons,"Arma"
typeWeaponsTools,"Arma/herramienta"
typeWindows,"Ventana"
typeWorkstations,"Mesa de trabajo"
typeWorkstationTools,"Herramienta de la estación de trabajo"
twitchBounty,"Recompensa"
headerDisplay,"Pantalla"
headerQuality,"Calidad"
headerUI,"Interfaz de usuario"
headerVideo,"Ajustes de vídeo"
groupAll,"Todo"
groupAllBlocks,"Todos los bloques"
groupAmmo,"Munición"
groupAmmoPortableTurret,"Munición de torreta portátil"
groupAmmoPrimitive,"Munición primitiva"
groupAmmoStandard,"Munición estándar"
groupAmmoWeapons,"Munición/Armas"
groupAmmoAndExplosives,"Munición y explosivos"
groupAppliances,"Electrodomésticos"
groupAutomotive,"Automoción"
groupBasics,"Conceptos básicos"
groupBasicBlocks,"Bloques básicos"
groupBars,"Barras y cerchas"
groupBeams,"Vigas"
groupBlocks,"Bloques"
groupBooks,"Libros"
groupBooksAndSchematics,"Libros y Esquemas"
groupBuilding,"Edificio"
groupBundles,"Paquetes"
groupCatwalks,"Pasarelas"
groupChemicals,"Productos químicos"
groupClothing,"Ropa"
groupClothingAndArmor,"Ropa y armadura"
groupCollectors,"Recolectores de recursos"
groupConsumables,"Consumibles"
groupContainers,"Contenedores"
groupCorpses,"Cadáveres"
groupCrops,"Cultivos"
groupDebris,"Escombros"
groupDecor,"Decoración"
groupDecorMisc,"Decoración/Varios"
groupDoors,"Puertas"
groupDrinks,"Bebidas"
groupDyes,"Tintes"
groupElectrical,"Eléctrico"
groupEmpty,"Almacenamiento vacío"
groupExplosives,"Explosivos"
groupFences,"Vallas"
groupFirstAid,"First Aid"
groupFrames,"Primeros auxilios"
groupFoliage,"Follaje"
groupFood,"Alimentos"
groupFoodCooking,"Alimentación/Cocina"
groupFurniture,"Muebles"
groupGrenades,"Granadas"
groupHeroTreasure,"Tesoro"
groupHeavyArmor,"Armadura pesada"
groupItems,"Objetos"
groupLightArmor,"Armadura ligera"
groupLighting,"Iluminación"
groupLoot,"Almacenamiento"
groupLootHelper,"Ayudante de botín"
groupMedicine,"Medicina"
groupMediumArmor,"Armadura media"
groupMinesExplosives,"Minas/Explosivos"
groupMods,"Mods"
groupOutdoor,"Exterior"
groupPlumbing,"Fontanería"
groupPrefabBlocks,"Bloques de POI"
groupPrefabEditor,"Editor de prefab"
groupRangedWeapons,"Armas a distancia"
groupResources,"Recursos"
groupRoadProps,"Decoración de carreteras"
groupRobotics,"Robótica"
groupScience,"Ciencia"
groupSchematics,"Esquemas"
groupSeeds,"Semillas"
groupShrubs,"Arbustos"
groupSigns,"Señales"
groupSpecial,"Objetos especiales"
groupStairs,"Escaleras"
groupStorage,"Almacenamiento"
groupStorageEmpty,"Almacenamiento vacío"
groupStorageHelpers,"Ayudas para el almacenamiento"
groupStorageTanks,"Tanques de almacenamiento"
groupStructural,"Estructural"
groupSupport,"Apoyo"
groupTerrain,"Terreno"
groupTools,"Herramientas"
groupToolsTraps,"Herramientas/Trampas"
groupTraps,"Trampas"
groupTrash,"Basura"
groupTrees,"Árboles"
groupUnclassified,"No clasificado"
groupVariantHelpers,"Ayudas varias"
groupVegetation,"Vegetación"
groupVehicles,"Vehículos"
groupVents,"Ventilaciones"
groupWeapons,"Armas"
groupWeaponsTools,"Armas y herramientas"
groupWindows,"Ventanas"
groupWorkstations,"Estaciones de trabajo"
groupWorkstationTools,"Herramientas del puesto de trabajo"
ulm_loot_biker_1,"Botín caído"
ulm_loot_biker_2,"Botín caído"
ulm_loot_biker_3,"Botín caído"
ulm_loot_boss_1,"Botín caído"
ulm_loot_boss_2,"Botín caído"
ulm_loot_boss_3,"Botín caído"
ulm_loot_burnt_1,"Botín caído"
ulm_loot_burnt_2,"Botín caído"
ulm_loot_burnt_3,"Botín caído"
ulm_loot_business_1,"Botín caído"
ulm_loot_business_2,"Botín caído"
ulm_loot_business_3,"Botín caído"
ulm_loot_cheerleader_1,"Botín caído"
ulm_loot_cheerleader_2,"Botín caído"
ulm_loot_cheerleader_3,"Botín caído"
ulm_loot_common_1,"Botín caído"
ulm_loot_common_2,"Botín caído"
ulm_loot_common_3,"Botín caído"
ulm_loot_cop_1,"Botín caído"
ulm_loot_cop_2,"Botín caído"
ulm_loot_cop_3,"Botín caído"
ulm_loot_farmer_1,"Botín caído"
ulm_loot_farmer_2,"Botín caído"
ulm_loot_farmer_3,"Botín caído"
ulm_loot_fat_1,"Botín caído"
ulm_loot_fat_2,"Botín caído"
ulm_loot_fat_3,"Botín caído"
ulm_loot_football_1,"Botín caído"
ulm_loot_football_2,"Botín caído"
ulm_loot_football_3,"Botín caído"
ulm_loot_hazmat_1,"Botín caído"
ulm_loot_hazmat_2,"Botín caído"
ulm_loot_hazmat_3,"Botín caído"
ulm_loot_lab_1,"Botín caído"
ulm_loot_lab_2,"Botín caído"
ulm_loot_lab_3,"Botín caído"
ulm_loot_mini_boss_1,"Botín caído"
ulm_loot_mini_boss_2,"Botín caído"
ulm_loot_mini_boss_3,"Botín caído"
ulm_loot_nurse_1,"Botín caído"
ulm_loot_nurse_2,"Botín caído"
ulm_loot_nurse_3,"Botín caído"
ulm_loot_snow_1,"Botín caído"
ulm_loot_snow_2,"Botín caído"
ulm_loot_snow_3,"Botín caído"
ulm_loot_skater_1,"Botín caído"
ulm_loot_skater_2,"Botín caído"
ulm_loot_skater_3,"Botín caído"
ulm_loot_soldier_1,"Botín caído"
ulm_loot_soldier_2,"Botín caído"
ulm_loot_soldier_3,"Botín caído"
ulm_loot_special_1,"Botín caído"
ulm_loot_special_2,"Botín caído"
ulm_loot_special_3,"Botín caído"
ulm_loot_stripper_1,"Botín caído"
ulm_loot_stripper_2,"Botín caído"
ulm_loot_stripper_3,"Botín caído"
ulm_loot_utility_1,"Botín caído"
ulm_loot_utility_2,"Botín caído"
ulm_loot_utility_3,"Botín caído"
videoAntiAliasing,"Anti-Aliasing"
videoAntiAliasingDesc,"Elimina los bordes dentados de los objetos."
videoAntiAliasingSharp,"AA Sharpening"
videoAntiAliasingSharpDesc,"Cantidad de nitidez por AA temporal.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoBloom,"Resplandor"
videoBloomDesc,"Un resplandor alrededor de las luces más brillantes.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoDepthOfField,"Profundidad de campo"
videoDepthOfFieldDesc,"Los objetos lejanos se difuminan.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoDynamicMeshDistance,"Distancia de la malla"
videoDynamicMeshDistanceDesc,"Distancia en metros a la que se puede visualizar el renderizado del sistema de mallas dinámicas.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoDynamicMeshEnabled,"Mallas Dinámicas"
videoDynamicMeshEnabledDesc,"Cuando está habilitado, los cambios de bloque de POI y jugador se mostrarán en la distancia.\nRequiere recargar el juego desde el menú principal.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoDynamicMeshHighQualityMesh,"Opciones de malla dinámica"
videoDynamicMeshHighQualityMeshDesc,"Si es verdadero, las mallas distantes incluyen más detalles.\n[decea3][Impacto en el rendimiento: Alto, usa más RAM][-]"
videoDynamicMeshLandClaimBuffer,"Buffer de bloques reclamados"
videoDynamicMeshLandClaimBufferDesc,"El número de fragmentos alrededor de los bloques reclamados que el sistema de malla dinámica puede trabajar.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoDynamicMeshLandClaimOnly,"Solo en bloques reclamados"
videoDynamicMeshLandClaimOnlyDesc,"El sistema de malla dinámica solo se aplica alrededor de los bloques reclamados."
videoDynamicMeshMaxMeshCache,"Procesamiento máximo de mallas"
videoDynamicMeshMaxMeshCacheDesc,"El número de mallas que se procesarán simultáneamente en segundo plano.\n[decea3][Impacto en el rendimiento: Alto, usa más RAM][-]"
videoDynamicMeshMaxRegionLoads,"Regiones cargadas al máximo"
videoDynamicMeshMaxRegionLoadsDesc,"El número de regiones que se cargarán al mismo tiempo.\n[decea3][Impacto en el rendimiento: Alto, afecta a FPS][-]"
videoFieldOfView,"Campo de visión"
videoFieldOfViewDesc,"Amplitud del ángulo de visión.\n[decea3][Impacto en el rendimiento: Bajo][-]"
videoFullscreen,"Pantalla Completa"
videoFullscreenDesc,"Ejecuta el juego en pantalla completa o en modo ventana.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoBrightness,"Brillo"
videoBrightnessDesc,"Lo brillante que es el juego.\n[decea3][Impacto en el rendimiento: Ninguno][-]"
videoGrassDistance,"Distancia de la hierba"
videoGrassDistanceDesc,"La distancia máxima a la que se puede ver la hierba.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoJournalPopup,"Diario emergente"
videoJournalPopupDesc,"Muestre una ventana cuando reciba una nueva entrada de diario en de un pequeño mensaje."
videoLODDistance,"Distancia de LOD"
videoLODDistanceDesc,"El nivel máximo general de detalle en el que se muestra el mundo.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoMotionBlur,"Desenfoque de movimiento"
videoMotionBlurDesc,"Nivel de calidad del desenfoque de movimiento (más muestras de píxeles y suavizado).\n[decea3][Impacto en el rendimiento: Alto][-]"
videoOcclusion,"Oclusión"
videoOcclusionDesc,"Deshabilita el dibujo de objetos que no son visibles. Aumenta el rendimiento en interiores.\nNo se puede cambiar durante un juego.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoQualityPreset,"Preajuste de calidad"
videoQualityPresetDesc,"Calidad general de los gráficos. Cambia casi todas las configuraciones.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoReflectedShadows,"Reflejos de sombras"
videoReflectedShadowsDesc,"Las sombras se procesan y se muestran dentro de los reflejos.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoReflectionQuality,"Reflejos"
videoReflectionQualityDesc,"Como de nítidos son los reflejos. Ofrece una iluminación más realista.\n[decea3][Impacto en el rendimiento: Muy alto][-]"
videoResolution,"Resolución"
videoResolutionDesc,"Sets the screen resolution at which the game is displayed.\n[decea3][Impacto en el rendimiento: Muy alto][-]"
videoScreenBounds,"Margen de interfaz de usuario"
videoScreenBoundsDesc,"Limita el área que usa la interfaz de usuario en la pantalla."
videoShadowsDistance,"Distancia de sombra"
videoShadowsDistanceDesc,"Calidad y distancia de las sombras de los objetos.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoSSAO,"SSAO"
videoSSAODesc,"Usa el efecto de imagen SSAO que dibuja sombras más detalladas en los objetos.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoSSReflections,"Reflejos SS"
videoSSReflectionsDesc,"Usa el efecto de reflejo del espacio de la pantalla.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoStreamingMipmapsEnabled,"Transmisión de texturas"
videoStreamingMipmapsEnabledDesc,"Permite la transmisión de texturas a la memoria para reducir el uso de memoria\n[decea3][Impacto en el rendimiento: medio a alto][-]"
videoSunShafts,"Rayos de sol"
videoSunShaftsDesc,"Alias Rayos de Dios. Hace brillar los rayos de luz del sol más allá de los objetos que obstruyen.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoTempCelsius,"Unidad de temperatura"
videoTempCelsiusDesc,"Unidad a usar cuando se muestran las temperaturas."
videoTextureFilter,"Filtro de texturas"
videoTextureFilterDesc,"Establece la fuerza del filtro para hacer una mezcla más agradable.\n[decea3][Impacto en el rendimiento: Medio a Alto][-]"
videoTextureQuality,"Texturas"
videoTextureQualityDesc,"Ahorra memoria de video y rendimiento configurando la resolución de la textura.\nRequiere reiniciar.\n[decea3][Impacto en el rendimiento: Medio][-]"
videoTreeQuality,"Árboles"
videoTreeQualityDesc,"Calidad general de los árboles según la distancia a la que se encuentren.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoUIBackgroundOpacity,"Opacidad de fondo de la interfaz de usuario"
videoUIBackgroundOpacityDesc,"Fondo de pantalla de interfaz de usuario/opacidad de fondo/transparencia"
videoUIForegroundOpacity,"Opacidad del primer plano de la interfaz gráfica"
videoUIForegroundOpacityDesc,"Contornos de la interfaz gráfica y opacidad/transparencia de los iconos"
videoUMATextureQuality,"Texturas UMA"
videoUMATextureQualityDesc,"Controla el tamaño de horneado de la textura de los caracteres UMA"
videoViewDistance,"Distancia de visión"
videoViewDistanceDesc,"Hasta dónde se puede ver el mundo.\nNo se puede cambiar durante un juego.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoVSync,"VSync"
videoVSyncDesc,"Combate el tearing de la pantalla al sincronizar el juego con la frecuencia de actualización de los monitores.\n[decea3][Performance Impact: Low][-]"
videoParticles,"Partículas"
videoParticlesDesc,"Cantidad de partículas.\n[decea3][Impacto en el rendimiento: Medio a alto][-]"
videoWaterQuality,"Agua"
videoWaterQualityDesc,"Capas y efectos que se producen en la superficie de los planos de agua.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoUiSize,"Tamaño de la interfaz de usuario"
videoUiSizeDesc,"Reduce todos los elementos de la interfaz de usuario"
videoUiFpsScaling,"Escala de visualización de FPS"
videoUiFpsScalingDesc,"Escale el tamaño de la pantalla FPS en el juego, por ejemplo. para una mejor legibilidad en videos/transmisiones o una vista menos obstruida"
videoDyMode,"Modo resolución dinámica"
videoDyModeDesc,"La resolución dinámica disminuye la resolución de renderizado 3D según sea necesario para aumentar el FPS"
videoDyMinFPS,"Res. dinámica Min FPS"
videoDyMinFPSDesc,"Reduce la resolución del juego cuando está por debajo de este FPS"
videoDyScale,"Escala Resolución dinámica"
videoDyScaleDesc,"Factor de escala de resolución dinámica si desea una cantidad fija de reducción de escala"
videoObjectQuality,"Calidad de objetos"
videoObjectQualityDesc,"Detalle general de entidades y árboles según la distancia a la que se encuentren. También la distancia a la que ya no se mostrarán.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoTerrainQuality,"Calidad del terreno"
videoTerrainQualityDesc,"Calidad general y distancia del terreno.\nLa distancia no se actualizará mientras juegas.\n[decea3][Impacto en el rendimiento: Alto][-]"
videoAutoHideExpBar,"Ocultar automáticamente XP"
videoAutoHideExpBarDesc,"Oculta automáticamente la barra de experiencia cuando no recibes ningún XP.\n[decea3][Predeterminado: después de 5s][-]"
videoAutoHideToolbelt,"Ocultar automáticamente el cinturón de herramientas"
videoAutoHideToolbeltDesc,"Oculta automáticamente el cinturón de herramientas al cambiar entre sus elementos o bloques. La modificación de esta configuración requiere que se desplace a una ranura de cinturón de herramientas diferente al menos una vez para que la nueva configuración tenga efecto.\n[decea3][Predeterminado: después de 5s][-]"
videoShowCompass,"Brújula"
videoShowCompassDesc,"Muestra la brújula.\n[decea3][Predeterminado: Habilitado][-]"
videoShowDayAndTime,"Dia y hora"
videoShowDayAndTimeDesc,"Muestra el día y la hora.\n[decea3][Predeterminado: Habilitado][-]"
videoShowDebugValues,"Modo desarrollador"
videoShowDebugValuesDesc,"Muestra información de depuración adicional relacionada con Undead Legacy.\n[decea3][Predeterminado: Deshabilitado][-]"
videoShowBuffTimers,"Mostrar temporizadores de las bonificaiones"
videoShowBuffTimersDesc,"Muestra el tiempo de las bonificaiones activo restante como texto adicional para los buff activos mostrados en el HUD.\n[decea3][Predeterminado: Deshabilitado][-]"
videoShowStatValues,"Números de barra"
videoShowStatValuesDesc,"Muestra valores numéricos de algunas estadísticas del jugadore en el HUD.\n[decea3][Predeterminado: Inventario][-]"
videoShowTacticalHud,"HUD táctico"
videoShowTacticalHudDesc,"Muestra la resistencia y el sigilo junto al cursor\n[decea3][Predeterminado: Deshabilitado][-]"
videoShowTargetHealth,"PS objetivo"
videoShowTargetHealthDesc,"Muestra barras de salud para entidades específicas.\n[decea3][Predeterminado: Habilitado][-]"
videoShowTargetBlockHealth,"PS Bloques"
videoShowTargetBlockHealthDesc,"Muestra valores numéricos de la salud del bloque objetivo al dañar, reparar o actualizar bloques.\n[decea3][Predeterminado: Deshabilitado][-]"
videoShowPlayerLevelOnHUD,"Mostrar LVL encima del cinturón de herramientas"
videoShowPlayerLevelOnHUDDesc,"Muestra el nivel actual del jugador en la parte superior de la barra de experiencia del cinturón de herramientas."
videoShowMeleeIcon,"Icono cuerpo a cuerpo activo"
videoShowMeleeIconDesc,"Muestra el icono de arma cuerpo a cuerpo activa. No está implementado completamente.\n[decea3][Predeterminado: Deshabilitado][-]"
videoShowCarryWeight,"Barra de carga"
videoShowCarryWeightDesc,"Muestra la barra de carga de peso basada en este umbral, si su carga de peso está por encima de este porcentaje, muestra la barra en el HUD\n[decea3][Predeterminado: 75%][-]"
videoShowWater,"Barra de agua"
videoShowWaterDesc,"Muestra la barra de agua en función de este umbral, si su agua está por debajo de este porcentaje, muestra la barra en el HUD\n[decea3][Predeterminado: 50%][-]"
videoShowFood,"Food Bar"
videoShowFoodDesc,"Muestra la barra de comida en función de este umbral, si su comida está por debajo de este porcentaje, muestra la barra en el HUD\n[decea3][Predeterminado: 50%][-]"
videoShowSpeedometer,"Speedometer"
videoShowSpeedometerDesc,"Muestra velocímetro para vehículos.\n[decea3][Predeterminado: km/h][-]"
videoShowToolbeltTooltip,"Información sobre herramientas del cinturón de herramientas"
videoShowToolbeltTooltipDesc,"Muestra la ventana de información sobre herramientas encima del cinturón de herramientas.\n[decea3][Predeterminado: Habilitado][-]"
videoShowMeleeCrosshair,"Punto de mira cuerpo a cuerpo"
videoShowMeleeCrosshairDesc,"Visibilidad del punto de mira al usar elementos de clase cuerpo a cuerpo."
videoShowRangedCrosshair,"Punto de mira a distancia"
videoShowRangedCrosshairDesc,"Visibilidad del punto de mira al usar elementos de clase a distancia."
videoShowOnScreenIcons,"Iconos en pantalla"
videoShowOnScreenIconsDesc,"Visibilidad de los iconos de navegación en pantalla\n[decea3][Predeterminado: Habilitado][-]"
videoCompassInactiveMarkerOpacity,"Opacidad del icono de la brújula"
videoCompassInactiveMarkerOpacityDesc,"Determina la opacidad de los marcadores de mapa [decea3]inactivos[-] que se ven en la brújula."
videoUnloadUnusedAssets,"Descarga de activos no utilizados"
videoUnloadUnusedAssetsDesc,"Habilita o deshabilita la descarga de activos no utilizados integrados desde la memoria del sistema. Cuando está deshabilitado, el juego usará más memoria del sistema, pero aumentará la capacidad de respuesta de la interfaz de usuario y reducirá la congelación al realizar interacciones.\n[decea3][Predeterminado: Habilitado][-]"
